epoch,train_loss,val_loss,val_roc_auc_score
1,0.6442884982097894,0.5583763122558594,0.8087762315702323
2,0.5653790530050173,0.529144823551178,0.832484157564564
3,0.5330223243217915,0.4778353273868561,0.8416658705643835
4,0.518349546357058,0.43929365277290344,0.8500461739324268
5,0.5089694298803806,0.45496252179145813,0.8553376004415715
6,0.4991746238665655,0.5148871541023254,0.8587661476079781
7,0.4863064484670758,0.4435085654258728,0.85856977571145
8,0.4782004898879677,0.45662257075309753,0.8620248596206308
9,0.47703717107651755,0.4486531913280487,0.8622743050027069
10,0.47340834385249764,0.4188007712364197,0.8636436009298474
11,0.47182498808251694,0.43927907943725586,0.8654905582269209
12,0.4670035335002467,0.4289678931236267,0.8639779638888004
13,0.4617101128678769,0.4415878653526306,0.8639991932830197
14,0.452329640625976,0.4080084562301636,0.8646997632922545
15,0.45769557380117476,0.42443859577178955,0.8659416828540798
16,0.4480358944274485,0.4181883931159973,0.8677143372713859
17,0.44274415232939646,0.4305461645126343,0.8677727181054888
18,0.4413206053432077,0.42324376106262207,0.8661486694477174
19,0.43844459630781785,0.4180581271648407,0.8665042618008896
20,0.4331040112301707,0.3778277039527893,0.8680009340933457
21,0.43294217489892617,0.36983633041381836,0.8670403040049252
22,0.4320250600576401,0.43420496582984924,0.8667855512742945
23,0.4294269427191466,0.44129157066345215,0.8647316073835835
24,0.4284013675060123,0.4554820656776428,0.8646307677610418
25,0.42384233843768016,0.39699551463127136,0.8655701684552431
26,0.4187797532067634,0.45065274834632874,0.864492776698617
27,0.4166876836679876,0.4252689778804779,0.8659788342939634
28,0.41119182435795665,0.4159110486507416,0.8598647687588236
29,0.4110928605659865,0.42991122603416443,0.8657028521691134
30,0.4022644087090157,0.4050982594490051,0.8636966744153955
