epoch,train_loss,val_loss,val_roc_auc_score
1,0.5618740180632432,0.4705175757408142,0.8380259688324023
2,0.48497325087577503,0.5267603993415833,0.8568527474724752
3,0.4648002950106381,0.4505554735660553,0.8676876741773828
4,0.44446822265860214,0.38002753257751465,0.8690373536285133
5,0.43344245264717807,0.36361613869667053,0.8708494232619752
6,0.4212182645548328,0.3724181056022644,0.8689061347929866
7,0.4060056312242076,0.4627300798892975,0.8667378997488097
8,0.3903668253984653,0.37852582335472107,0.8608393006660917
9,0.37533908108546044,0.3515957295894623,0.860826803634137
10,0.36114974748593487,0.3677409291267395,0.8626388732675989
11,0.3401359743268842,0.39135536551475525,0.8520226446219024
12,0.32228028009182663,0.3902634084224701,0.8512103375448331
13,0.3023749881651031,0.36124271154403687,0.8502605631162599
14,0.2838072137488857,0.3431256115436554,0.8484172509029106
15,0.260590533677653,0.4528045952320099,0.842468663692373
