epoch,train_loss,val_loss,val_roc_auc_score
1,0.6729230326682387,0.6238454580307007,0.7355454362109777
2,0.6017793961700395,0.5818641781806946,0.7988939485611778
3,0.5517354835036217,0.5327658653259277,0.8193909286798502
4,0.5337852890477488,0.46400320529937744,0.8319109639206447
5,0.5203176652848603,0.5219336152076721,0.8383328556719634
6,0.5140322657655596,0.47201240062713623,0.8423611332250633
7,0.5059348136303243,0.47934868931770325,0.8442293199163561
8,0.5035443374788691,0.4943866431713104,0.8432580751308262
9,0.49928121898622196,0.47735604643821716,0.8451421838677834
10,0.49742741121704565,0.4487195312976837,0.8462885711556221
11,0.49186742614859935,0.5097382664680481,0.8451209544735641
12,0.492201972585135,0.5220892429351807,0.846654778205904
13,0.49084330453681385,0.4930947422981262,0.8459382861510047
14,0.48956293564603287,0.4497652053833008,0.8470156779076309
15,0.48308986224190364,0.4477812349796295,0.8483637444405524
16,0.48209303760365263,0.45441240072250366,0.8483637444405523
17,0.4840230550143117,0.48342153429985046,0.8488467131590399
18,0.4818450741163672,0.511013925075531,0.847010370559076
19,0.4780206843598248,0.49333906173706055,0.8489847042214651
20,0.4796750192364601,0.5008879899978638,0.8487724102792727
21,0.47599988023945494,0.4871746897697449,0.8485601163370804
22,0.4733888429321655,0.4768655002117157,0.8507255145474424
23,0.4720055440517321,0.4549223482608795,0.8494942096827267
24,0.4736653905500405,0.5092254877090454,0.8463734887324991
25,0.47420973148481255,0.47802525758743286,0.8488467131590401
26,0.4696037948948063,0.4577845335006714,0.848793639673492
27,0.4719772727872061,0.539121150970459,0.847153668970056
