epoch,train_loss,val_loss,val_roc_auc_score
1,0.6671460431719584,0.6548207402229309,0.7000072106222768
2,0.6191044960703168,0.6268382668495178,0.7495802387746062
3,0.5815691479023487,0.582012414932251,0.7845620577055799
4,0.5555329049626986,0.5945643186569214,0.8086867396656332
5,0.5433752322126002,0.5654176473617554,0.8199404608617723
6,0.5316658209240626,0.5739300847053528,0.8270223220263909
7,0.5280169159883544,0.5471500158309937,0.8305297747195584
8,0.5207362241215177,0.5302603244781494,0.8368725471008148
9,0.5168439809765134,0.5057690739631653,0.8363755292081707
10,0.5124574592484842,0.494388222694397,0.8387601850039658
11,0.5085120014846325,0.5120142698287964,0.8400220439023888
12,0.5088544703192182,0.518066942691803,0.8410212301321605
13,0.5060568796914249,0.48021823167800903,0.8407894601304092
14,0.4993305005251415,0.5278082489967346,0.8430608061475706
15,0.4984733671659515,0.4891524314880371,0.8438127710421409
16,0.497803305024429,0.5217738151550293,0.8444565766025608
17,0.4961576870686951,0.5279750823974609,0.8445904881591281
18,0.49224962509932024,0.47132593393325806,0.8463673915058869
19,0.4891757810754435,0.49229639768600464,0.846125320615169
20,0.4859956426339017,0.5220429301261902,0.8500087557556217
21,0.4856883650202127,0.4630106985569,0.8480000824071118
22,0.48421898182658923,0.5036800503730774,0.8490559235262002
23,0.48140390764271457,0.49135076999664307,0.8473356750687584
24,0.4816789706311529,0.49836212396621704,0.8463982941727871
25,0.48326155661590514,0.5297381281852722,0.8497924370873207
