epoch,train_loss,val_loss,val_roc_auc_score
1,0.6579422472370049,0.6383009552955627,0.7314043201928325
2,0.5818031419600759,0.5903063416481018,0.7945590704477796
3,0.548293015017869,0.5315698385238647,0.8250084982333974
4,0.5361083016568233,0.535487949848175,0.8406503981293586
5,0.5235765313522683,0.5097981095314026,0.8430299034806704
6,0.5192738712602665,0.5298561453819275,0.843771567486274
7,0.5095813183912209,0.465139776468277,0.8435552488179731
8,0.5081862485302346,0.4869581162929535,0.8464188959507205
9,0.5011899188042633,0.543857216835022,0.845924453280318
10,0.5007567422553187,0.48823365569114685,0.8460995683927522
11,0.4938043026578805,0.5258647203445435,0.8493057200836432
12,0.49433793955379063,0.5163481831550598,0.8509409862071098
13,0.486665039367619,0.5024834871292114,0.8464755508400376
14,0.4817221892317609,0.47865399718284607,0.8499366495328547
15,0.482974856323193,0.4994169771671295,0.8505083488705074
16,0.4797730389391146,0.5245924592018127,0.8489838173034333
17,0.4784268905068674,0.466012567281723,0.8513427208768116
18,0.4702846889812795,0.49991244077682495,0.8470987546225239
19,0.470539272038473,0.4493904113769531,0.8480412859629786
20,0.46583657516610055,0.49008288979530334,0.8514869333223457
21,0.4661028895763651,0.525174081325531,0.8506989153163919
22,0.46105426363646984,0.47001025080680847,0.8497151804200701
23,0.4612583382616913,0.4836204946041107,0.8519710751037815
24,0.45409264785075,0.4725114703178406,0.8517084024351301
25,0.4535515108219688,0.47826918959617615,0.8476962061825936
26,0.4495087764447644,0.4861588180065155,0.8508534286508925
27,0.4485391729053051,0.44393908977508545,0.848865357080316
28,0.4435823138744112,0.5041094422340393,0.8532226331132378
29,0.4435210585416782,0.478213906288147,0.8547883682361788
30,0.4407487919051496,0.48606565594673157,0.8518680662141142
31,0.43549549904844115,0.4728216528892517,0.8476962061825936
32,0.43099390023521017,0.4688510000705719,0.8524912699966006
33,0.4288811908059177,0.46359825134277344,0.8527230399983519
34,0.42580704482656623,0.4802926182746887,0.8531659782239207
