epoch,train_loss,val_loss,val_roc_auc_score
1,1.3506551377885923,0.5126632452011108,0.8472199188475019
2,1.2619194341456796,0.5315016508102417,0.8486903932689862
3,1.2323541871206027,0.4446999132633209,0.8574303183079595
4,1.2240419117953834,0.43821191787719727,0.8582595332072928
5,1.225128231790122,0.47969433665275574,0.8526927371831017
6,1.206132280544972,0.45386937260627747,0.8595641646489104
7,1.200807432959399,0.4688802659511566,0.8604486605415327
8,1.2314054801708132,0.4480174779891968,0.8581296228730638
9,1.1796980549500684,0.4466370642185211,0.862516169690537
10,1.2179793527745826,0.42103227972984314,0.865401837540217
11,1.154119626508923,0.4379463493824005,0.8605923911240837
12,1.1467832064065409,0.38931140303611755,0.853726491757604
13,1.194471840783367,0.4277537763118744,0.8497794288367774
14,1.142498859270351,0.427539199590683,0.8577122513737326
15,1.1312460638876036,0.4019998013973236,0.8546773248421728
16,1.1745586920910933,0.42964184284210205,0.8542074363992173
17,1.1153235142155895,0.4166211485862732,0.8436321823830532
18,1.180259650147806,0.4524465799331665,0.8462027485709862
19,1.1046794366648818,0.47139981389045715,0.8364622375534844
20,1.1439566649789885,0.42093366384506226,0.842051145974991
