epoch,train_loss,val_loss,val_roc_auc_score
1,0.6407335864173042,0.5161413550376892,0.8224984066284258
2,0.5637185048326222,0.45914483070373535,0.8379822292205601
3,0.533238067366611,0.4317205846309662,0.8429435509066596
4,0.5180175931289278,0.45858293771743774,0.8471175595795999
5,0.5070135479229163,0.4228338599205017,0.8472237843512166
6,0.49737037963794106,0.40969374775886536,0.849054599532611
7,0.49185677894687285,0.4387096166610718,0.8511728464489683
8,0.4773712107961662,0.42469605803489685,0.8490608480485884
9,0.47454079825759393,0.4243120551109314,0.8495982204226497
10,0.473815416581786,0.40186476707458496,0.852703732863445
11,0.4647158951823282,0.43390074372291565,0.8551968907384497
12,0.46472064882402675,0.38520970940589905,0.8572651495269873
13,0.4541578730175778,0.3993721604347229,0.8516664792111874
14,0.458060532922489,0.43576276302337646,0.8537159924517927
15,0.4494685564347154,0.40753284096717834,0.8546095302365687
16,0.4481744191884081,0.41541722416877747,0.8544345717892
17,0.4503053796131492,0.39642640948295593,0.8512478286406979
18,0.4440425910712202,0.41549697518348694,0.8567090316049938
19,0.4375683592197082,0.4093131422996521,0.8586960596858246
20,0.4338214024045001,0.4037436842918396,0.8579087466726651
21,0.42897812382699885,0.4177050292491913,0.8540346667666431
22,0.4232404264567912,0.37779995799064636,0.8554718254414577
23,0.42712057938520936,0.39801591634750366,0.8549032104875092
24,0.4227106553498813,0.4222738742828369,0.8538159687074319
25,0.4226521815947646,0.4001404345035553,0.8549656956472839
26,0.41176903356309136,0.39492395520210266,0.8541158974743498
27,0.41098118173779197,0.44354549050331116,0.8540159212187105
28,0.4063197235608923,0.4228055775165558,0.8532286082055511
29,0.4120185325543086,0.4523073732852936,0.8527912120871293
