epoch,train_loss,val_loss,val_roc_auc_score
1,0.5448906458987182,0.5289199352264404,0.8344478765298432
2,0.49418159499910247,0.5701982378959656,0.8417507881412604
3,0.4716767204775969,0.5629333853721619,0.849759577110467
4,0.4555981439591154,0.5452078580856323,0.8503221560572769
5,0.4399186401917743,0.5121116042137146,0.8465380165376981
6,0.42144629784992765,0.45938464999198914,0.8512244053115945
7,0.4038318721923809,0.4868980944156647,0.839065269772527
8,0.3844913971590319,0.503448486328125,0.8416605632158286
9,0.36839398075398166,0.593731701374054,0.8413845810909786
10,0.3449367220621053,0.5154819488525391,0.8401214321349341
11,0.3219423333288639,0.4805576205253601,0.8408909976753813
