epoch,train_loss,val_loss,val_roc_auc_score
1,0.6728108300154922,0.641302764415741,0.7429120360050527
2,0.6036123951237262,0.5397388935089111,0.8101879862858115
3,0.5480013222610414,0.5478405952453613,0.8267999872623636
4,0.5251917234547218,0.49405932426452637,0.8360931545818341
5,0.5154119976112754,0.4740792512893677,0.8408273094927237
6,0.5046594828775485,0.5149903893470764,0.8416393338216094
7,0.4992311471770654,0.48599952459335327,0.8448237429544949
8,0.4968672953181537,0.4930773675441742,0.8459170567567854
9,0.48979129868244237,0.4888768494129181,0.8439586451400609
10,0.48589514688736307,0.45274972915649414,0.8494199068029595
11,0.48054749700887794,0.4643400013446808,0.8475039539746733
12,0.479965925595765,0.4860905408859253,0.8484486620174293
13,0.4761225075812722,0.5014446377754211,0.8475464127631119
14,0.4709886871205384,0.4937838912010193,0.8500461739324269
15,0.46803975563109973,0.47789809107780457,0.8516118417560955
16,0.4666830074413882,0.5018311738967896,0.8500408665838721
17,0.46398111495486444,0.49448806047439575,0.8494835949856171
18,0.45840145469645,0.49857139587402344,0.8496375080937066
19,0.4564661302270255,0.47234660387039185,0.8500355592353172
20,0.45321155241790817,0.509849488735199,0.851431391905232
