epoch,train_loss,val_loss,val_roc_auc_score
1,0.5661273621595823,0.427896648645401,0.8530410074408218
2,0.4832222069626494,0.4829188585281372,0.8636328457549726
3,0.4644926956007937,0.5000883936882019,0.8685086293630524
4,0.45005576615267723,0.4598521590232849,0.8751257642597322
5,0.43163191649100247,0.3832370638847351,0.8757504394838965
6,0.4204897700976103,0.4413359463214874,0.875429809722821
7,0.4099791573702231,0.3951103985309601,0.8752252700476522
8,0.3939214787892336,0.40147146582603455,0.8730914237067011
9,0.37684811637011273,0.42690524458885193,0.873400997269119
10,0.3588245045356967,0.4361450672149658,0.8681050781120434
11,0.33814848302560446,0.5372546315193176,0.8690890797925858
12,0.32170461933817385,0.4877489507198334,0.860282817561666
13,0.297795660698261,0.4088383615016937,0.859580748946897
14,0.28482160349863284,0.4833731949329376,0.8545944033522394
15,0.26341334805333405,0.5330342054367065,0.8506970933253728
